month,town,flat_type,storey_range,floor_area_sqm,flat_model,remaining_lease,resale_price,Score,region,storey_range_numeric
2020-07,SEMBAWANG,EXECUTIVE,07 TO 09,130.0,Apartment,80.08,530000.0,58.79338179,North,8
2017-06,WOODLANDS,EXECUTIVE,10 TO 12,143.0,Maisonette,80.67,600000.0,51.47271997,North,11
2018-02,YISHUN,4 ROOM,04 TO 06,84.0,Simplified,67.0,315000.0,39.06185691,North,5
2022-11,YISHUN,3 ROOM,01 TO 03,67.0,Model A,88.75,398000.0,38.52061602,North,2
2021-10,WOODLANDS,3 ROOM,19 TO 21,67.0,Model A,94.08,395000.0,57.57999257,North,20
2023-04,SEMBAWANG,3 ROOM,13 TO 15,67.0,Model A,94.33,450000.0,41.60968084,North,14
2024-07,WOODLANDS,3 ROOM,04 TO 06,65.0,Improved,50.67,328000.0,40.87714612,North,5
2023-04,YISHUN,4 ROOM,04 TO 06,105.0,Model A,60.92,470000.0,51.1923632,North,5
2021-10,WOODLANDS,4 ROOM,04 TO 06,104.0,Model A,70.83,420000.0,45.25657579,North,5
2018-08,SEMBAWANG,5 ROOM,10 TO 12,113.0,Improved,82.08,455000.0,60.86619335,North,11
2023-03,SEMBAWANG,5 ROOM,13 TO 15,113.0,Improved,94.58,735000.0,50.11854367,North,14
2019-05,WOODLANDS,4 ROOM,04 TO 06,90.0,Model A2,77.25,317000.0,47.55238539,North,5
2020-06,YISHUN,4 ROOM,07 TO 09,108.0,Model A,65.83,412888.0,55.38567296,North,8
2021-11,WOODLANDS,4 ROOM,07 TO 09,92.0,Model A,92.83,488000.0,44.92866084,North,8
2023-06,WOODLANDS,5 ROOM,01 TO 03,121.0,Improved,74.17,540000.0,46.25798491,North,2
2019-07,YISHUN,5 ROOM,10 TO 12,112.0,DBSS,93.17,705000.0,43.9897825,North,11
2017-03,YISHUN,5 ROOM,07 TO 09,127.0,Improved,70.42,465000.0,41.43678653,North,8
2017-09,WOODLANDS,5 ROOM,04 TO 06,111.0,Improved,82.83,405000.0,61.75711236,North,5
2023-05,WOODLANDS,5 ROOM,04 TO 06,120.0,Improved,75.58,560000.0,46.21828855,North,5
2023-06,WOODLANDS,4 ROOM,10 TO 12,85.0,Model A2,76.33,485000.0,48.32421532,North,11
2021-10,WOODLANDS,3 ROOM,01 TO 03,65.0,Improved,53.42,265000.0,37.87714612,North,2
2020-03,WOODLANDS,4 ROOM,01 TO 03,102.0,Model A,76.58,325000.0,49.20687135,North,2
2022-06,SEMBAWANG,4 ROOM,01 TO 03,91.0,Model A,77.17,430000.0,42.6514583,North,2
2022-06,YISHUN,4 ROOM,04 TO 06,106.0,Model A,65.25,455000.0,46.2914361,North,5
2023-04,WOODLANDS,5 ROOM,10 TO 12,114.0,Premium Apartment,78.83,555000.0,45.95042212,North,11
2019-10,YISHUN,3 ROOM,04 TO 06,64.0,Simplified,67.0,230000.0,40.98589112,North,5
2017-12,WOODLANDS,4 ROOM,13 TO 15,91.0,New Generation,58.5,275000.0,39.31004316,North,14
2024-10,WOODLANDS,5 ROOM,01 TO 03,121.0,Improved,73.33,645000.0,46.27282905,North,2
2020-02,WOODLANDS,EXECUTIVE,10 TO 12,141.0,Apartment,78.58,560000.0,51.36363898,North,11
2024-11,YISHUN,4 ROOM,01 TO 03,92.0,Model A,86.83,545000.0,39.88412843,North,2
2019-10,YISHUN,4 ROOM,07 TO 09,92.0,Model A,95.0,380000.0,39.92866084,North,8
2022-04,YISHUN,4 ROOM,01 TO 03,93.0,Model A,95.0,485000.0,43.02773375,North,2
2024-01,SEMBAWANG,3 ROOM,07 TO 09,68.0,Model A,93.5,478500.0,50.66422134,North,8
2020-09,SEMBAWANG,5 ROOM,07 TO 09,110.0,Improved,79.92,420000.0,52.70257186,North,8
2017-12,WOODLANDS,4 ROOM,07 TO 09,90.0,Model A2,81.0,325000.0,44.58207366,North,8
2021-01,SEMBAWANG,5 ROOM,10 TO 12,110.0,Premium Apartment,79.5,470000.0,52.70257186,North,11
2023-10,YISHUN,3 ROOM,01 TO 03,64.0,Simplified,63.67,348000.0,41.00073526,North,2
2017-04,WOODLANDS,4 ROOM,10 TO 12,104.0,Model A,76.0,330000.0,51.27141993,North,11
2021-10,WOODLANDS,EXECUTIVE,04 TO 06,189.0,Apartment,71.25,980000.0,53.90736212,North,5
2022-04,YISHUN,4 ROOM,10 TO 12,92.0,Model A,92.58,518888.0,47.92866084,North,11
2022-10,SEMBAWANG,EXECUTIVE,07 TO 09,131.0,Premium Apartment,78.0,635000.0,44.84792229,North,8
2023-09,YISHUN,3 ROOM,07 TO 09,74.0,Model A,64.0,388000.0,38.54614022,North,8
2017-01,YISHUN,EXECUTIVE,04 TO 06,146.0,Maisonette,70.08,673000.0,57.47305596,North,5
2024-03,YISHUN,4 ROOM,04 TO 06,93.0,Model A,94.75,538000.0,40.04257788,North,5
2024-01,SEMBAWANG,2 ROOM,01 TO 03,47.0,Model A,93.58,318000.0,46.51887092,North,2
2019-02,YISHUN,5 ROOM,10 TO 12,112.0,Improved,95.75,500000.0,43.01947077,North,11
2023-04,WOODLANDS,3 ROOM,28 TO 30,67.0,Model A,91.25,428000.0,41.56514843,North,29
2024-12,WOODLANDS,4 ROOM,13 TO 15,95.0,Premium Apartment,89.25,698000.0,48.09228233,North,14
2019-07,YISHUN,4 ROOM,07 TO 09,92.0,Model A,95.17,400000.0,39.92866084,North,8
2019-09,WOODLANDS,4 ROOM,07 TO 09,85.0,Model A2,80.08,340000.0,48.32421532,North,8
2024-09,YISHUN,EXECUTIVE,01 TO 03,147.0,Apartment,62.25,770000.0,52.51275232,North,2
2018-10,YISHUN,3 ROOM,04 TO 06,74.0,Model A,69.17,240000.0,38.54614022,North,5
2022-09,YISHUN,4 ROOM,07 TO 09,104.0,Model A,66.0,433000.0,40.19719925,North,8
2021-03,YISHUN,5 ROOM,13 TO 15,112.0,Improved,93.67,580000.0,46.01947077,North,14
2022-09,WOODLANDS,5 ROOM,01 TO 03,110.0,Improved,77.67,518888.0,52.70257186,North,2
2020-10,YISHUN,4 ROOM,04 TO 06,84.0,Simplified,66.33,320000.0,49.09154518,North,5
2023-06,SEMBAWANG,2 ROOM,07 TO 09,47.0,Model A,94.42,340000.0,42.51887092,North,8
2024-04,WOODLANDS,4 ROOM,04 TO 06,93.0,Model A,93.25,590000.0,45.02773375,North,5
2023-03,YISHUN,4 ROOM,01 TO 03,93.0,New Generation,61.58,450000.0,51.53787724,North,2
2022-04,SEMBAWANG,4 ROOM,16 TO 18,90.0,Premium Apartment,82.83,482000.0,39.68598262,North,17
2017-09,YISHUN,3 ROOM,07 TO 09,67.0,Model A,94.92,295000.0,40.53546016,North,8
2022-10,YISHUN,3 ROOM,01 TO 03,73.0,New Generation,61.08,360000.0,41.43222318,North,2
2022-10,YISHUN,4 ROOM,07 TO 09,93.0,Model A,89.92,510000.0,41.95351307,North,8
2023-10,YISHUN,4 ROOM,13 TO 15,92.0,Model A,91.08,540000.0,41.92866084,North,14
2022-09,YISHUN,3 ROOM,13 TO 15,68.0,Model A,94.5,440000.0,40.66422134,North,14
2022-10,YISHUN,5 ROOM,10 TO 12,122.0,Improved,64.92,595000.0,41.16408404,North,11
2020-04,SEMBAWANG,5 ROOM,07 TO 09,120.0,Improved,77.5,426000.0,53.20344442,North,8
2022-10,SEMBAWANG,4 ROOM,13 TO 15,93.0,Model A,94.42,605000.0,45.02773375,North,14
2022-12,SEMBAWANG,4 ROOM,10 TO 12,102.0,Premium Apartment,77.75,480000.0,43.26624789,North,11
2024-07,SEMBAWANG,4 ROOM,04 TO 06,100.0,Model A,74.08,520000.0,43.12747863,North,5
2024-08,SEMBAWANG,4 ROOM,01 TO 03,92.0,Model A,94.83,700000.0,57.00288152,North,2
2024-03,YISHUN,4 ROOM,13 TO 15,93.0,Model A,92.92,584000.0,42.02773375,North,14
2021-07,YISHUN,4 ROOM,07 TO 09,96.0,Premium Apartment,93.58,492000.0,42.16166696,North,8
2018-09,WOODLANDS,5 ROOM,04 TO 06,110.0,Improved,81.17,385000.0,48.68772773,North,5
2022-04,YISHUN,4 ROOM,10 TO 12,84.0,Simplified,63.75,448000.0,58.07670105,North,11
2024-12,YISHUN,5 ROOM,01 TO 03,122.0,Improved,62.25,690000.0,51.16408404,North,2
2017-11,WOODLANDS,5 ROOM,10 TO 12,120.0,Improved,81.5,450000.0,59.23313269,North,11
2021-08,WOODLANDS,3 ROOM,13 TO 15,76.0,Improved,53.5,290000.0,38.47709157,North,14
2021-02,WOODLANDS,5 ROOM,04 TO 06,135.0,Model A,74.25,480000.0,49.99186359,North,5
2023-08,YISHUN,4 ROOM,04 TO 06,104.0,Model A,58.92,460000.0,43.10813443,North,5
2017-12,SEMBAWANG,4 ROOM,07 TO 09,85.0,Model A,85.67,355000.0,46.38359187,North,8
2017-08,YISHUN,3 ROOM,10 TO 12,74.0,Model A,67.92,270000.0,38.51645195,North,11
2023-05,YISHUN,5 ROOM,04 TO 06,120.0,3Gen,94.42,696000.0,47.50032715,North,5
2022-08,YISHUN,3 ROOM,07 TO 09,64.0,Simplified,63.67,330000.0,40.98589112,North,8
2021-01,WOODLANDS,5 ROOM,10 TO 12,121.0,Improved,64.5,430000.0,56.07985527,North,11
2023-02,YISHUN,4 ROOM,01 TO 03,84.0,Simplified,61.75,420000.0,42.04701277,North,2
2017-11,WOODLANDS,4 ROOM,04 TO 06,98.0,New Generation,59.17,322000.0,39.70667077,North,5
2022-02,WOODLANDS,EXECUTIVE,07 TO 09,145.0,Maisonette,73.67,750000.0,51.53726855,North,8
2020-09,YISHUN,5 ROOM,01 TO 03,123.0,Improved,71.42,418000.0,41.29284522,North,2
2023-07,WOODLANDS,4 ROOM,13 TO 15,93.0,Model A,93.92,595000.0,45.02773375,North,14
2017-06,YISHUN,3 ROOM,07 TO 09,64.0,Simplified,69.33,288000.0,40.98589112,North,8
2018-09,WOODLANDS,4 ROOM,01 TO 03,101.0,Model A,77.58,290000.0,49.15233085,North,2
2021-11,WOODLANDS,4 ROOM,04 TO 06,84.0,Simplified,67.0,373000.0,42.10638932,North,5
2021-03,WOODLANDS,4 ROOM,10 TO 12,92.0,Premium Apartment,92.92,488000.0,47.92866084,North,11
2023-10,SEMBAWANG,5 ROOM,04 TO 06,118.0,Premium Apartment,76.92,535000.0,44.13889583,North,5
2023-05,YISHUN,4 ROOM,13 TO 15,92.0,Model A,91.58,542888.0,41.92866084,North,14
2022-07,SEMBAWANG,4 ROOM,10 TO 12,93.0,Model A,78.25,536888.0,59.77538343,North,11
2020-01,YISHUN,4 ROOM,01 TO 03,84.0,Simplified,64.83,320000.0,42.04701277,North,2
2021-08,YISHUN,4 ROOM,13 TO 15,92.0,Model A,93.42,510000.0,39.92866084,North,14
2024-04,WOODLANDS,EXECUTIVE,04 TO 06,173.0,Apartment,70.0,880000.0,49.04955831,North,5
2019-03,SEMBAWANG,EXECUTIVE,10 TO 12,137.0,Premium Apartment,81.17,460000.0,45.17516526,North,11
2022-04,YISHUN,3 ROOM,01 TO 03,74.0,Model A,62.33,310000.0,41.50160781,North,2
2023-11,SEMBAWANG,5 ROOM,01 TO 03,110.0,Improved,75.92,528888.0,49.68772773,North,2
2024-04,WOODLANDS,EXECUTIVE,04 TO 06,149.0,Apartment,71.0,700000.0,47.75543054,North,5
2024-06,YISHUN,5 ROOM,04 TO 06,113.0,Improved,92.92,710000.0,49.11854367,North,5
2020-01,SEMBAWANG,3 ROOM,22 TO 24,67.0,Model A,94.33,300000.0,38.56514843,North,23
2018-09,YISHUN,5 ROOM,07 TO 09,121.0,Improved,65.75,460000.0,48.06501114,North,8
2023-07,YISHUN,5 ROOM,04 TO 06,122.0,Improved,61.08,540000.0,56.11955163,North,5
2018-04,SEMBAWANG,4 ROOM,04 TO 06,102.0,Premium Apartment,82.33,330000.0,43.26624789,North,5
2023-01,WOODLANDS,4 ROOM,04 TO 06,84.0,Simplified,69.58,430000.0,44.16576587,North,5
2024-09,YISHUN,5 ROOM,01 TO 03,112.0,Improved,89.58,640000.0,41.01947077,North,2
2018-03,YISHUN,4 ROOM,04 TO 06,93.0,Model A,94.42,378000.0,41.95351307,North,5
2018-01,YISHUN,4 ROOM,10 TO 12,105.0,Model A,69.25,460000.0,48.23689561,North,11
2021-09,YISHUN,4 ROOM,10 TO 12,84.0,Simplified,65.42,365000.0,47.09154518,North,11
2019-12,YISHUN,5 ROOM,07 TO 09,112.0,Improved,95.0,505000.0,43.01947077,North,8
2023-11,YISHUN,5 ROOM,10 TO 12,112.0,Improved,91.42,692888.0,43.0343149,North,11
2024-05,WOODLANDS,5 ROOM,10 TO 12,125.0,Improved,71.42,630000.0,49.44645863,North,11
2024-04,WOODLANDS,4 ROOM,16 TO 18,90.0,Premium Apartment,79.0,523000.0,42.65629435,North,17
2021-07,WOODLANDS,3 ROOM,10 TO 12,68.0,New Generation,62.75,310000.0,45.17436483,North,11
2017-11,WOODLANDS,4 ROOM,04 TO 06,115.0,Model A,77.42,355000.0,48.90105366,North,5
2022-01,WOODLANDS,2 ROOM,13 TO 15,47.0,Model A,92.5,290000.0,42.47433851,North,14
2023-11,YISHUN,4 ROOM,10 TO 12,84.0,Simplified,60.42,420000.0,50.04701277,North,11
2017-11,YISHUN,4 ROOM,01 TO 03,84.0,Simplified,66.83,315000.0,47.04701277,North,2
2021-08,WOODLANDS,4 ROOM,10 TO 12,93.0,Model A2,75.25,390000.0,47.71600688,North,11
2017-08,WOODLANDS,4 ROOM,04 TO 06,111.0,Model A,77.58,365000.0,48.68289168,North,5
2021-06,WOODLANDS,4 ROOM,07 TO 09,100.0,Model A,74.92,380000.0,46.09779035,North,8
2022-09,YISHUN,4 ROOM,07 TO 09,104.0,Model A,62.25,471000.0,43.1378227,North,8
2023-10,YISHUN,4 ROOM,07 TO 09,84.0,Simplified,63.08,445000.0,42.07670105,North,8
2024-03,WOODLANDS,4 ROOM,07 TO 09,101.0,Model A,73.0,512000.0,45.16717499,North,8
2018-10,YISHUN,3 ROOM,10 TO 12,67.0,New Generation,65.75,270000.0,46.11982434,North,11
2022-12,WOODLANDS,5 ROOM,07 TO 09,113.0,Improved,94.92,660000.0,44.11854367,North,8
2022-12,WOODLANDS,4 ROOM,04 TO 06,93.0,Model A,94.83,540000.0,45.02773375,North,5
2018-11,SEMBAWANG,5 ROOM,13 TO 15,110.0,Premium Apartment,81.83,415000.0,45.70257186,North,14
2022-09,WOODLANDS,4 ROOM,04 TO 06,102.0,Model A,76.33,450000.0,45.23655962,North,5
2024-01,WOODLANDS,4 ROOM,10 TO 12,104.0,Premium Apartment,74.67,555000.0,52.34564061,North,11
2017-03,YISHUN,3 ROOM,04 TO 06,74.0,Model A,70.5,267000.0,38.54614022,North,5
2022-11,WOODLANDS,4 ROOM,04 TO 06,101.0,Model A,75.25,488000.0,45.18201912,North,5
2022-11,WOODLANDS,5 ROOM,07 TO 09,125.0,Premium Apartment,76.42,565000.0,50.50583517,North,8
2019-05,YISHUN,4 ROOM,10 TO 12,84.0,Simplified,67.42,285000.0,47.07670105,North,11
2022-12,YISHUN,3 ROOM,07 TO 09,73.0,Model A,64.25,390000.0,50.49159972,North,8
2019-07,YISHUN,4 ROOM,01 TO 03,92.0,Model A,95.25,356000.0,39.92866084,North,2
2022-07,YISHUN,EXECUTIVE,01 TO 03,146.0,Maisonette,63.08,705000.0,45.44336768,North,2
2023-04,SEMBAWANG,4 ROOM,04 TO 06,85.0,Model A,80.33,452000.0,48.38359187,North,5
2020-08,YISHUN,4 ROOM,13 TO 15,97.0,Model A,91.0,425000.0,40.15683091,North,14
2023-11,YISHUN,4 ROOM,10 TO 12,84.0,Simplified,61.17,450000.0,42.04701277,North,11
2020-11,WOODLANDS,3 ROOM,10 TO 12,67.0,Model A,93.75,308000.0,43.56514843,North,11
2021-11,YISHUN,3 ROOM,01 TO 03,67.0,Model A,90.83,350000.0,40.53546016,North,2
2022-01,WOODLANDS,4 ROOM,04 TO 06,105.0,Premium Apartment,77.17,464000.0,57.41502525,North,5
2017-04,YISHUN,3 ROOM,01 TO 03,64.0,Simplified,68.92,245000.0,40.98589112,North,2
2018-10,YISHUN,EXECUTIVE,01 TO 03,142.0,Apartment,66.67,450000.0,45.2252057,North,2
2024-11,YISHUN,5 ROOM,04 TO 06,122.0,Improved,61.42,718000.0,60.14923991,North,5
2024-11,YISHUN,5 ROOM,01 TO 03,121.0,Improved,59.75,608000.0,56.06501114,North,2
2024-12,SEMBAWANG,2 ROOM,07 TO 09,38.0,Model A,93.42,368000.0,40.04285059,North,8
2020-02,YISHUN,4 ROOM,07 TO 09,104.0,Model A,67.0,365000.0,48.18235511,North,8
2017-12,YISHUN,4 ROOM,13 TO 15,84.0,Simplified,68.25,366000.0,58.07670105,North,14
2018-03,YISHUN,5 ROOM,04 TO 06,122.0,Improved,69.08,468000.0,51.16408404,North,5
2019-03,WOODLANDS,4 ROOM,01 TO 03,84.0,Simplified,69.67,282000.0,42.10638932,North,2
2021-12,YISHUN,4 ROOM,01 TO 03,93.0,Model A,95.33,500888.0,45.02773375,North,2
2023-04,YISHUN,4 ROOM,10 TO 12,93.0,New Generation,61.5,485000.0,49.53787724,North,11
2020-03,YISHUN,4 ROOM,04 TO 06,104.0,Model A,66.0,348000.0,43.16751097,North,5
2018-09,WOODLANDS,5 ROOM,01 TO 03,120.0,Improved,81.08,380000.0,58.23313269,North,2
2022-04,WOODLANDS,4 ROOM,07 TO 09,100.0,Model A2,74.33,458000.0,48.09779035,North,8
2018-08,SEMBAWANG,4 ROOM,10 TO 12,85.0,Model A,85.0,352888.0,46.38359187,North,11
2023-10,WOODLANDS,5 ROOM,07 TO 09,110.0,Improved,78.83,520000.0,48.73226014,North,8
2019-10,YISHUN,3 ROOM,13 TO 15,67.0,DBSS,93.0,425000.0,41.53546016,North,14
2020-08,SEMBAWANG,4 ROOM,07 TO 09,90.0,Model A,80.0,342000.0,51.61176194,North,8
2017-06,YISHUN,2 ROOM,07 TO 09,47.0,Model A,94.17,240000.0,37.4298061,North,8
2018-08,YISHUN,4 ROOM,04 TO 06,104.0,Model A,67.17,365000.0,50.15266684,North,5
2024-06,YISHUN,4 ROOM,04 TO 06,93.0,Model A,93.42,570000.0,42.02773375,North,5
2022-01,WOODLANDS,5 ROOM,13 TO 15,120.0,Premium Apartment,77.17,550000.0,50.23313269,North,14
2017-02,YISHUN,4 ROOM,10 TO 12,104.0,Model A,68.67,358000.0,50.15266684,North,11
2022-02,WOODLANDS,5 ROOM,07 TO 09,134.0,Model A,72.25,528000.0,46.92247896,North,8
2018-07,WOODLANDS,5 ROOM,10 TO 12,122.0,Improved,78.25,418000.0,50.29768127,North,11
2020-09,WOODLANDS,4 ROOM,07 TO 09,100.0,Model A2,75.92,358000.0,48.09779035,North,8
2023-01,WOODLANDS,4 ROOM,01 TO 03,91.0,Model A,77.33,470000.0,57.66630243,North,2
2024-06,WOODLANDS,4 ROOM,07 TO 09,93.0,Model A,94.42,645000.0,52.04257788,North,8
2019-03,YISHUN,4 ROOM,10 TO 12,104.0,Model A,68.25,308000.0,40.18235511,North,11
2018-05,YISHUN,4 ROOM,10 TO 12,104.0,Model A,68.92,413000.0,43.18235511,North,11
2020-02,SEMBAWANG,5 ROOM,13 TO 15,111.0,Improved,83.25,372000.0,43.80164477,North,14
2021-10,YISHUN,3 ROOM,10 TO 12,68.0,Model A,94.92,410000.0,40.6493772,North,11
2022-01,YISHUN,5 ROOM,10 TO 12,112.0,Improved,92.83,626000.0,46.01947077,North,11
2024-10,SEMBAWANG,4 ROOM,04 TO 06,95.0,Premium Apartment,75.75,570000.0,56.88446442,North,5
2024-09,SEMBAWANG,4 ROOM,04 TO 06,92.0,Model A,89.75,542000.0,39.92866084,North,5
2018-03,YISHUN,5 ROOM,10 TO 12,122.0,Improved,68.75,490000.0,48.14923991,North,11
2022-02,WOODLANDS,4 ROOM,01 TO 03,100.0,Model A,75.58,450000.0,43.11263449,North,2
2019-10,YISHUN,5 ROOM,10 TO 12,121.0,Improved,64.75,425000.0,51.06501114,North,11
2023-07,WOODLANDS,4 ROOM,10 TO 12,99.0,Model A,73.25,468000.0,48.04324986,North,11
2023-04,WOODLANDS,EXECUTIVE,04 TO 06,143.0,Premium Apartment,75.83,740000.0,51.48756411,North,5
2023-09,WOODLANDS,5 ROOM,10 TO 12,137.0,Model A,71.42,650000.0,52.10094458,North,11
2020-10,YISHUN,4 ROOM,10 TO 12,103.0,Model A,65.42,420000.0,55.11297048,North,11
2023-05,WOODLANDS,5 ROOM,07 TO 09,113.0,Improved,94.17,638000.0,44.11854367,North,8
2022-09,YISHUN,4 ROOM,07 TO 09,93.0,Model A,95.25,538000.0,45.02773375,North,8
2022-10,SEMBAWANG,4 ROOM,10 TO 12,93.0,Model A,95.08,610000.0,49.02773375,North,11
2019-07,WOODLANDS,4 ROOM,01 TO 03,92.0,Premium Apartment,94.67,392500.0,47.92866084,North,2
2021-10,WOODLANDS,4 ROOM,04 TO 06,102.0,Model A,75.0,410000.0,49.20687135,North,5
2017-02,YISHUN,5 ROOM,10 TO 12,122.0,Improved,69.5,375000.0,44.14923991,North,11
2024-07,WOODLANDS,4 ROOM,04 TO 06,90.0,Premium Apartment,78.5,500188.0,42.65629435,North,5
2021-03,YISHUN,4 ROOM,01 TO 03,104.0,Model A,66.0,403888.0,43.18235511,North,2
2021-01,PUNGGOL,4 ROOM,04 TO 06,93.0,Model A,90.58,458000.0,46.93866893,North-East,5
2020-08,SERANGOON,4 ROOM,04 TO 06,103.0,Model A,67.42,578000.0,49.12781461,North-East,5
2021-10,ANG MO KIO,5 ROOM,01 TO 03,121.0,Improved,58.33,580000.0,49.00563459,North-East,2
2023-10,ANG MO KIO,3 ROOM,04 TO 06,67.0,New Generation,54.75,338000.0,41.03075952,North-East,5
2020-07,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,93.67,375000.0,46.98320134,North-East,8
2024-12,SENGKANG,4 ROOM,01 TO 03,95.0,Premium Apartment,87.0,610000.0,57.04774992,North-East,2
2024-02,HOUGANG,4 ROOM,10 TO 12,104.0,Model A,58.25,588000.0,43.10813443,North-East,11
2019-08,HOUGANG,4 ROOM,04 TO 06,92.0,Model A,94.75,420000.0,42.92866084,North-East,5
2020-02,SENGKANG,EXECUTIVE,01 TO 03,141.0,Apartment,77.83,510000.0,56.34879484,North-East,2
2018-06,ANG MO KIO,4 ROOM,04 TO 06,88.0,Model A,93.25,500000.0,42.66596645,North-East,5
2018-08,ANG MO KIO,4 ROOM,01 TO 03,92.0,New Generation,61.42,363000.0,39.4239602,North-East,2
2020-06,ANG MO KIO,3 ROOM,04 TO 06,68.0,New Generation,58.83,270000.0,41.10014415,North-East,5
2022-04,ANG MO KIO,3 ROOM,01 TO 03,67.0,New Generation,55.83,320000.0,41.03075952,North-East,2
2017-07,SENGKANG,5 ROOM,07 TO 09,116.0,Improved,81.42,415000.0,55.00012657,North-East,8
2022-09,SERANGOON,4 ROOM,04 TO 06,91.0,New Generation,62.08,518000.0,42.42879625,North-East,5
2021-09,HOUGANG,3 ROOM,04 TO 06,74.0,Model A,64.83,338000.0,41.53129608,North-East,5
2020-10,PUNGGOL,4 ROOM,01 TO 03,90.0,Model A,94.25,395000.0,46.81957985,North-East,2
2021-12,SENGKANG,5 ROOM,07 TO 09,110.0,Improved,78.0,550000.0,47.68772773,North-East,8
2024-07,HOUGANG,EXECUTIVE,01 TO 03,147.0,Maisonette,67.33,970000.0,45.586973,North-East,2
2021-08,SENGKANG,4 ROOM,10 TO 12,90.0,Model A,79.58,406000.0,43.62660607,North-East,11
2023-04,HOUGANG,5 ROOM,10 TO 12,113.0,Improved,94.58,698888.0,49.11854367,North-East,11
2024-03,ANG MO KIO,3 ROOM,04 TO 06,68.0,New Generation,55.92,380000.0,41.11498829,North-East,5
2023-04,HOUGANG,4 ROOM,07 TO 09,105.0,Model A,60.5,535000.0,48.17751906,North-East,8
2023-06,PUNGGOL,5 ROOM,07 TO 09,110.0,Premium Apartment,79.58,615000.0,49.73226014,North-East,8
2024-07,PUNGGOL,4 ROOM,07 TO 09,92.0,Premium Apartment,90.75,668000.0,56.94350498,North-East,8
2019-09,SENGKANG,5 ROOM,07 TO 09,115.0,Improved,79.83,398888.0,52.96043021,North-East,8
2020-08,SERANGOON,3 ROOM,01 TO 03,64.0,Simplified,64.33,343000.0,46.95620285,North-East,2
2021-05,SENGKANG,5 ROOM,13 TO 15,113.0,Improved,94.42,585000.0,53.0888554,North-East,14
2017-09,SENGKANG,4 ROOM,10 TO 12,91.0,Model A,87.25,374000.0,53.72567898,North-East,11
2023-08,PUNGGOL,4 ROOM,13 TO 15,90.0,Model A,80.17,535000.0,46.65629435,North-East,14
2022-04,SENGKANG,4 ROOM,13 TO 15,92.0,Premium Apartment,92.42,590000.0,51.92866084,North-East,14
2024-05,PUNGGOL,5 ROOM,01 TO 03,113.0,Premium Apartment,88.25,820000.0,55.04432299,North-East,2
2024-12,PUNGGOL,4 ROOM,04 TO 06,93.0,Model A,93.17,638000.0,43.02773375,North-East,5
2020-03,HOUGANG,3 ROOM,10 TO 12,67.0,New Generation,62.0,280000.0,45.09013606,North-East,11
2021-10,SENGKANG,4 ROOM,19 TO 21,96.0,Premium Apartment,90.17,490000.0,57.10229042,North-East,20
2017-12,HOUGANG,4 ROOM,01 TO 03,104.0,Model A,73.83,430000.0,61.24173166,North-East,2
2024-09,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,95.08,648000.0,43.05742202,North-East,8
2021-09,HOUGANG,4 ROOM,10 TO 12,113.0,Model A,66.75,530000.0,45.68806371,North-East,11
2017-07,PUNGGOL,4 ROOM,01 TO 03,90.0,Model A,86.0,347000.0,46.65629435,North-East,2
2021-01,PUNGGOL,4 ROOM,01 TO 03,90.0,Premium Apartment,85.92,395000.0,63.70082676,North-East,2
2018-01,SERANGOON,EXECUTIVE,10 TO 12,148.0,Maisonette,66.67,705000.0,42.53760454,North-East,11
2022-09,PUNGGOL,5 ROOM,01 TO 03,110.0,Improved,80.0,520000.0,52.73226014,North-East,2
2021-09,SENGKANG,4 ROOM,13 TO 15,90.0,Premium Apartment,86.92,605000.0,51.73051503,North-East,14
2023-07,SENGKANG,4 ROOM,01 TO 03,93.0,Model A,91.17,570000.0,55.98320134,North-East,2
2024-02,HOUGANG,5 ROOM,04 TO 06,123.0,Improved,64.83,695888.0,61.23346868,North-East,5
2019-08,PUNGGOL,4 ROOM,16 TO 18,92.0,Premium Apartment,88.58,450000.0,56.83959602,North-East,17
2024-11,PUNGGOL,5 ROOM,16 TO 18,113.0,Improved,90.67,835000.0,53.0888554,North-East,17
2021-08,HOUGANG,4 ROOM,07 TO 09,92.0,Model A,92.75,465000.0,42.92866084,North-East,8
2023-11,HOUGANG,4 ROOM,07 TO 09,105.0,Model A,64.75,600000.0,45.25173974,North-East,8
2024-07,PUNGGOL,3 ROOM,13 TO 15,68.0,Model A,91.92,490000.0,47.6493772,North-East,14
2024-02,ANG MO KIO,3 ROOM,16 TO 18,70.0,Model A,87.75,635000.0,41.68423751,North-East,17
2020-08,SENGKANG,5 ROOM,13 TO 15,116.0,Improved,78.25,440000.0,58.00012657,North-East,14
2017-11,SENGKANG,EXECUTIVE,16 TO 18,130.0,Apartment,82.17,616000.0,48.79338179,North-East,17
2019-05,SENGKANG,5 ROOM,01 TO 03,110.0,Improved,81.25,410000.0,49.70257186,North-East,2
2022-07,PUNGGOL,4 ROOM,04 TO 06,93.0,Model A,89.0,525000.0,46.93866893,North-East,5
2020-08,ANG MO KIO,5 ROOM,22 TO 24,110.0,Improved,81.42,805000.0,57.717416,North-East,23
2021-05,HOUGANG,3 ROOM,01 TO 03,67.0,New Generation,61.25,290000.0,43.09013606,North-East,2
